Adjustment,Date,Company,ISIN
-,2021-06-25,Shoko,JP3362400008
+,2021-06-18,Meiko Elctrncs,JP3915350007
+,2021-06-14,Money Forward,JP3869960009
-,2021-06-07,N Field,JP3165850003
-,2021-06-04,Tsukui Hldg,JP3532800004
-,2021-06-04,Watabe Wedding,JP3993850001
+,2021-06-02,Nomura Micro S,JP3762950008
+,2021-05-31,Kibun Foods,JP3241500002
+,2021-05-31,Tess Holdings,JP3545270005
+,2021-05-12,Anshin Guarantor,JP3127650004
+,2021-04-30,WingArc1st,JP3154360006
-,2021-03-30,Hitachi Capital,JP3786600001
-,2021-03-30,Kansai Mirai,JP3229500008
-,2021-03-30,Rext,JP3385920008
-,2021-03-29,Tokyo Dome,JP3587600002
+,2021-03-11,Rakus,JP3967170006
-,2021-03-10,Shimachu,JP3356800007
-,2021-03-02,Kenedix,JP3281630008
-,2021-02-25,Yomiuri Land,JP3960200008
+,2021-02-16,MarketEnterprise,JP3860190002
+,2021-02-12,FaithNetwork,JP3803030000
+,2021-02-12,PharmaFoods Intl,JP3802310007
+,2021-01-29,Poppins,JP3856500008
+,2021-01-29,Roland,JP3983400007
+,2021-01-29,Toshiba,JP3592200004
+,2021-01-15,Serverworks,JP3310250000
+,2021-01-14,Bull-Dog Sauce,JP3831200005
+,2021-01-14,Welbe,JP3155390002
-,2021-01-06,Softbrain,JP3436170009
+,2020-12-29,ODK Solutions,JP3172440004
-,2020-12-28,Kufu Sumai C,JP3765170000
+,2020-12-25,Giftee,JP3264870001
+,2020-12-25,IPS Tokyo,JP3104910009
+,2020-12-23,CAP,JP3244420000
+,2020-12-23,SRE Holdings,JP3161320001
-,2020-12-22,Kirindo Holdings,JP3257900005
-,2020-12-21,AHD,JP3966750006
+,2020-12-17,Keiwa,JP3281610000
+,2020-12-16,Base,JP3835210000
+,2020-12-15,Shinnihonseiyaku,JP3381200009
+,2020-12-11,GMO Pepabo,JP3836100002
+,2020-12-07,Adways,JP3121970002
+,2020-12-04,IK Hldg,JP3101100000
-,2020-12-03,NTT Docomo,JP3165650007
+,2020-11-30,DmMix,JP3500170000
+,2020-11-24,Gremz,JP3952860009
+,2020-11-20,RareJob,JP3979210006
+,2020-11-12,teno.Holdings,JP3545820007
-,2020-11-06,Aplus Financial,JP3122550001
+,2020-10-30,Yukiguni Maitake,JP3947010009
-,2020-10-29,Keihin Corp,JP3277230003
-,2020-10-29,Nissin Kogyo,JP3675300002
-,2020-10-29,SHOWA,JP3360300002
-,2020-10-28,FamilyMart,JP3802600001
-,2020-10-22,Nichii Gakkan,JP3660900006
+,2020-10-19,EduLab,JP3164480000
+,2020-10-19,SBI Global,JP3922100007
+,2020-10-08,JIA,JP3389470000
+,2020-09-28,Copro-Holdings,JP3302000009
+,2020-09-28,JTEC,JP3386660009
-,2020-09-28,Viva Home,JP3970100008
+,2020-09-18,GIFT Hldg,JP3264860002
+,2020-09-15,MedPeer,JP3921240002
+,2020-09-07,Frontier Mgmt,JP3829550007
-,2020-08-12,Like Kids,JP3317000002
+,2020-07-31,Witz,JP3159930001
-,2020-07-30,ARRK,JP3100050008
+,2020-07-30,Piala,JP3801650007
+,2020-07-29,Link-U Group,JP3977060007
-,2020-07-28,Sony Fincl Group,JP3435350008
+,2020-07-21,Kufu Sumai C,JP3765170000
+,2020-07-08,LTS,JP3167710007
+,2020-07-03,Toumei,JP3606150005
+,2020-06-30,Koa Shoji Hldg,JP3283420002
-,2020-06-29,DSB Co Ltd,JP3482800004
+,2020-06-24,Tsuzuki Denki,JP3533800003
+,2020-06-23,MIXI,JP3882750007
-,2020-06-11,Resonac,JP3785000005
-,2020-06-05,Unizo Holdings,JP3394400000
-,2020-05-21,Renown Inc,JP3980800001
+,2020-05-18,Daiko Tsusan,JP3482700006
-,2020-05-18,JSEE Holdings,JP3870320003
-,2020-05-01,YRH,JP3371700000
+,2020-04-30,Forum Eng,JP3803060007
+,2020-04-30,Yamae Grp Hldg,JP3934350004
+,2020-04-28,Prored Partners,JP3833830007
+,2020-04-28,Tobila Systems,JP3630000002
+,2020-04-24,Retail Partners,JP3873200004
-,2020-04-22,Hitachi High-Tec,JP3678800008
+,2020-04-09,Oisix Ra Daichi,JP3174190003
-,2020-04-06,Sogo Medical HD,JP3432310005
+,2020-04-03,Geechs,JP3263700001
+,2020-03-24,Hyper,JP3765220003
+,2020-03-18,Temairazu,JP3783300001
+,2020-03-13,OLBA Healthcare,JP3226700007
+,2020-03-11,Ikka Hldg,JP3142360001
+,2020-03-05,Nippon Rietec,JP3510600004
-,2020-03-03,Parco,JP3781800002
+,2020-03-02,Curves Hldg,JP3205100005
+,2020-02-28,Access,JP3108060009
+,2020-02-27,Tokai Soft,JP3564800005
-,2020-02-20,Excel,JP3161140003
+,2020-01-27,Silver Life,JP3369800002
-,2020-01-23,Mitsub Tanabe,JP3469000008
+,2020-01-21,Alps Logistics,JP3126450000
+,2020-01-21,Sansan,JP3332540008
-,2020-01-15,TPSC,JP3594200002
-,2020-01-09,Defactostandard,JP3549220006
-,2019-12-30,Misawa Homes,JP3885010003
+,2019-12-27,p-ban.com,JP3801640008
+,2019-12-26,Phil Company,JP3802930002
-,2019-12-26,SCSK Minori,JP3386290005
+,2019-12-25,HEROZ,JP3783070000
+,2019-12-24,Midac Holdings,JP3887800005
+,2019-12-19,Candeal,JP3244530006
+,2019-11-29,Kakiyasu Honten,JP3206500005
+,2019-11-29,Oliver,JP3200600009
+,2019-11-28,User Local,JP3944410004
+,2019-11-26,MEIHO,JP3920400003
+,2019-11-14,UT Group,JP3949500007
-,2019-11-01,ChugokuKogyo,JP3521400006
+,2019-10-17,MSOL,JP3869980007
-,2019-10-16,Asunaro Aoki Con,JP3303400000
+,2019-10-15,eSOL,JP3130650009
+,2019-10-07,SHIFT,JP3355400007
-,2019-10-01,Daiya Zebura,JP3470200001
+,2019-10-01,Diamond HD,JP3499480006
+,2019-09-20,Ascentech,JP3120110006
+,2019-09-06,Narumiya Intl,JP3652010004
+,2019-08-30,Housecom,JP3765350008
-,2019-08-29,View Hotel,JP3746820004
+,2019-08-28,Raksul,JP3967180005
-,2019-08-26,YCH12,JP3681180000
+,2019-08-23,EPCO,JP3167250004
+,2019-08-16,GameWith,JP3282230006
-,2019-08-15,Mitsubishi USJ,JP3218850000
+,2019-08-05,STS HD,JP3350960005
-,2019-08-01,Chiyoda Corp,JP3528600004
-,2019-07-30,TOPPAN Colorer,JP3626200004
+,2019-07-26,S-Pool,JP3163900008
-,2019-07-12,U-Shin,JP3944400005
+,2019-07-02,I'LL,JP3105180008
+,2019-06-28,Yamami,JP3943100002
+,2019-06-27,Sunnexta Group,JP3713400004
+,2019-06-26,Segue Group,JP3421350004
+,2019-06-21,Kushi Tanaka HD,JP3266180003
+,2019-06-19,Nippon Gear,JP3698800004
+,2019-06-17,Needs Well,JP3654100001
+,2019-06-14,Fibergate,JP3802380000
+,2019-05-21,Signpost,JP3312170008
+,2019-04-26,JDC,JP3707200006
+,2019-04-18,Enigmo,JP3164590006
+,2019-04-12,Temona,JP3545850004
+,2019-04-04,All Ads,JP3758220002
-,2019-04-03,JNTL Cons Health,JP3638700009
-,2019-04-03,VeriServe,JP3835640008
+,2019-03-29,ITmedia,JP3104880004
-,2019-03-27,Eighteenth Bank,JP3392200006
+,2019-03-27,Intelligent Wave,JP3153100007
+,2019-03-27,Open Group,JP3100550007
-,2019-03-27,RS Energy,JP3366800005
-,2019-03-27,Vitec Hldg,JP3778300008
+,2019-03-25,Proto,JP3833740008
+,2019-03-22,SoldOut,JP3433050006
+,2019-03-22,Sparx Group,JP3399900004
+,2019-03-20,Kuwazawa Hldg,JP3273200000
+,2019-03-20,Shinwa,JP3384730002
+,2019-03-20,SI&C,JP3350940007
-,2019-03-18,Faurecia Clarion,JP3269200006
+,2019-03-15,Atled,JP3160930008
+,2019-03-15,Iwaki Co Ltd,JP3150100000
-,2019-03-14,Pioneer,JP3780200006
+,2019-03-11,SMN,JP3435770007
+,2019-03-04,Encourage Tech,JP3168300006
-,2019-03-04,Ichirokudo,JP3142320005
+,2019-02-28,SFP Holdings,JP3162250009
+,2019-02-20,MS&Consulting,JP3167340003
+,2019-02-15,Shoei Corp,JP3360100006
+,2019-02-15,Yamada Cons Grp,JP3588100002
+,2019-01-31,Arteria Networks,JP3126240005
+,2019-01-31,Mirai Industry,JP3910600000
+,2019-01-31,SoftBank,JP3732000009
+,2019-01-30,Fujio Food Grp,JP3807770007
-,2019-01-22,Accretive Co Ltd,JP3802820005
-,2018-12-28,Daikyo,JP3481400004
-,2018-12-26,Alpine Elec,JP3126200009
-,2018-12-26,NS Nisshin,JP3676200003
+,2018-12-25,Premium Group,JP3833710001
-,2018-12-21,NTT Urban Develp,JP3165690003
+,2018-12-18,PHYZ Holdings,JP3802360002
+,2018-12-14,Orchestra Hldg,JP3549040008
+,2018-12-13,Cross Cat,JP3272600002
+,2018-12-13,Global Link,JP3274380009
+,2018-12-11,Nanyo,JP3653700009
+,2018-12-07,Charm Care,JP3512740006
+,2018-12-07,Seiko Electric,JP3414900005
+,2018-12-07,Smartvalue,JP3400090001
+,2018-12-03,BayCurrent,JP3835250006
+,2018-12-03,Sunny Side Up,JP3322500004
+,2018-11-28,Benefit One,JP3835630009
+,2018-11-28,Infocom,JP3153450006
+,2018-11-27,Double Standard,JP3505980007
+,2018-11-27,Marumae,JP3878150006
+,2018-11-27,TerraSky,JP3546300009
+,2018-11-16,Mainichi Comnet,JP3860280001
+,2018-11-09,ENOMOTO,JP3165800008
+,2018-10-31,Casa,JP3204500007
+,2018-10-31,World Co Ltd,JP3990210001
+,2018-10-26,Kitakei,JP3237400001
+,2018-10-25,Innovation Hldg,JP3547690002
-,2018-10-02,Mitsui Home,JP3893800007
-,2018-10-01,Hokuetsu Bank,JP3841000007
+,2018-09-27,IR Japan Hldg,JP3100640006
-,2018-09-27,Tobu Store,JP3597400005
-,2018-09-26,NDS,JP3738200009
-,2018-09-26,Seibu Electric,JP3417000001
+,2018-09-25,Harada Industry,JP3772500009
+,2018-09-21,Asahi Intecc,JP3110650003
+,2018-09-21,Tazmo,JP3468000009
+,2018-09-13,MSJ,JP3752500003
+,2018-09-10,JES,JP3389510003
+,2018-09-06,Defactostandard,JP3549220006
+,2018-09-03,Change Hldg,JP3507750002
-,2018-09-03,Sagami GH,JP3315600001
-,2018-08-29,Nisshinbo Micro,JP3382400004
+,2018-08-29,PR Times,JP3801050000
-,2018-08-29,Yamada Homes,JP3163400009
+,2018-08-27,Grace Technology,JP3274260003
+,2018-08-08,Sanko Gosei,JP3330900006
+,2018-07-31,Agr Urban,JP3108170006
+,2018-07-31,KPP Grp Hldg,JP3293350009
+,2018-07-31,Sprix,JP3400020008
+,2018-07-24,Migalo Hldgs,JP3882500006
+,2018-07-20,JSB,JP3386630002
+,2018-07-18,Kanamic Network,JP3215100003
+,2018-07-18,Tsunagu Group,JP3534100007
+,2018-07-13,JM Hldg,JP3389690003
+,2018-07-09,Takasho,JP3456500002
+,2018-07-06,E J Holdings,JP3130480001
+,2018-07-06,MERF,JP3272780002
-,2018-07-05,Toyo Kohan,JP3610200002
+,2018-07-03,Artner,JP3126230006
+,2018-07-02,i-mobile,JP3105210003
-,2018-06-28,Japan Drilling,JP3691500007
+,2018-06-27,ZIGExN,JP3386490001
+,2018-06-19,Fuji PS,JP3820650004
+,2018-06-18,Envipro Holdings,JP3169750001
+,2018-06-12,Atrae,JP3121890002
+,2018-06-11,Daiichi Kigenso,JP3474350000
+,2018-06-11,En Japan,JP3168700007
+,2018-06-11,Nomura System,JP3762500001
+,2018-06-08,MarkLines,JP3860210008
+,2018-05-30,R&D Computer,JP3968840003
+,2018-04-27,Nisso Holdings,JP3679880009
+,2018-04-27,QB Net Holdings,JP3244750000
+,2018-04-24,Good Com Asset,JP3273750004
+,2018-04-10,Wavelock Holding,JP3687800007
+,2018-04-02,Kansai Mirai,JP3229500008
+,2018-04-02,San Ju San,JP3333500001
-,2018-03-28,Kansai Urban Bk,JP3227600008
-,2018-03-28,Mie Bank,JP3881200004
-,2018-03-28,Minato Bank,JP3905850008
-,2018-03-28,San Ju San Bank,JP3483400002
+,2018-03-27,Cross Mktg Grp,JP3272760004
+,2018-03-26,ASTERIA,JP3153470004
+,2018-03-26,Oro,JP3201900002
+,2018-03-23,Benefit Japan,JP3835680004
+,2018-03-23,Greens,JP3274090004
+,2018-03-23,Hinokiya Group,JP3792100004
+,2018-03-22,Chikaranomoto,JP3507780009
+,2018-03-22,CK San-Etsu,JP3325100000
+,2018-03-22,Fulltech,JP3828350003
+,2018-03-22,Torex,JP3637280003
+,2018-03-20,Beaglee,JP3799710003
+,2018-03-20,S Line Group,JP3164000006
+,2018-03-16,Ishihara Chem,JP3136900002
+,2018-03-15,Kunimine Inds,JP3266200009
+,2018-03-13,J-Lease,JP3386590008
+,2018-03-09,Seiwa Elec Mfg,JP3418400002
+,2018-03-07,Avant Group,JP3548680002
-,2018-03-06,Oki Elec Cable,JP3194400002
+,2018-03-01,Kawata Mfg.,JP3225900004
+,2018-03-01,Nippon Aqua,JP3686140009
-,2018-02-28,Kuroda Electric,JP3273000004
-,2018-02-26,ADK Marketing,JP3109800007
+,2018-02-23,Renova,JP3981200003
-,2018-02-21,Kokusai Denki,JP3294600006
+,2018-02-20,Willplus Hldg,JP3154270007
+,2018-02-06,Zojirushi,JP3437400009
+,2018-02-02,B-Lot,JP3799770007
+,2018-01-31,Katitas,JP3932950003
+,2018-01-31,Matsuoka Corp,JP3863900001
+,2018-01-31,Moriroku Hldgs,JP3927450001
+,2018-01-31,Optorun,JP3197760006
+,2018-01-31,SBI Aruhi,JP3126290000
+,2018-01-31,SG Holdings,JP3162770006
+,2018-01-26,Tri Chemical Lab,JP3636000006
-,2018-01-22,Pocket Card,JP3860260003
+,2018-01-18,Neojapan,JP3758230001
-,2018-01-04,Yusen Logistics,JP3946600008
-,2017-12-28,JTEKT Column Sys,JP3809600004
-,2017-12-27,Dunlop Sports,JP3161300003
+,2017-12-22,WOW World Grp,JP3990810008
-,2017-12-21,Genky Drugstores,JP3282700008
+,2017-12-21,Genky Drugstores,JP3282750003
+,2017-12-21,Gunosy,JP3273820005
+,2017-12-21,Nihon Plast,JP3749200006
+,2017-12-20,Dai-Ichi Cutter,JP3473700007
+,2017-12-20,e'grand,JP3130350006
+,2017-12-20,Semba,JP3426050005
+,2017-12-20,Sincere,JP3376500009
+,2017-12-18,Mercuria Hldg,JP3860160005
+,2017-12-18,Totech,JP3595300009
+,2017-12-15,MS Japan,JP3167330004
+,2017-12-14,Disruptors,JP3244440008
+,2017-12-08,Kyushu Leasing,JP3247000007
+,2017-12-08,Ubicom Hldg,JP3160910000
+,2017-12-07,ARM,JP3122410008
+,2017-12-07,Entrust,JP3153160001
+,2017-12-07,Imuraya Group,JP3149200002
+,2017-12-07,Sharp,JP3359600008
+,2017-12-04,Hub,JP3770350001
+,2017-12-01,eBASE,JP3130790003
+,2017-12-01,Mynet,JP3860330004
+,2017-12-01,YamashitaHC Hldg,JP3936200009
-,2017-11-28,YamashitaHC Hldg,JP3935900005
+,2017-11-21,Pepl Drms Tech,JP3792010005
+,2017-11-20,Seraku,JP3423510001
+,2017-11-17,SIGMAXYZ Hldg,JP3348950001
+,2017-11-14,Soliton Systems,JP3436300002
+,2017-11-09,Senshu Electric,JP3424400004
+,2017-11-03,Pickles Hldg,JP3801810007
+,2017-10-31,Nishimoto,JP3659350007
+,2017-10-23,Kose RE,JP3283670002
+,2017-10-18,VINX,JP3159980006
+,2017-09-29,Global Kids,JP3274320005
+,2017-09-29,SEC,JP3422190003
+,2017-09-29,Synchro Food,JP3372300008
-,2017-09-27,Japan Radio,JP3751800008
+,2017-09-14,Akatsuki Inc,JP3107000006
+,2017-09-14,Besterra,JP3835550009
+,2017-09-08,Lacto Japan,JP3967250006
+,2017-09-08,NS Tool,JP3675320000
+,2017-09-07,Pro-Ship,JP3833730009
-,2017-09-06,Panasonic Homes,JP3650600004
+,2017-09-05,GEOLIVE Group,JP3390360000
+,2017-09-05,Nakamoto Packs,JP3646100002
-,2017-08-28,Obayashi Road,JP3190400006
+,2017-08-15,Pepper Food Serv,JP3836400006
-,2017-08-01,Toshiba,JP3592200004
+,2017-07-31,Nippon Concept,JP3708600006
+,2017-07-28,Shoei Foods,JP3361200003
-,2017-07-27,Nippon Columbia,JP3708000009
+,2017-07-21,Insource,JP3152670000
+,2017-07-21,Kamakura Shinsho,JP3218950008
+,2017-07-14,Star Mica Hldgs,JP3399340003
-,2017-07-03,Koki Holdings,JP3787400005
+,2017-06-30,Giken,JP3264200001
-,2017-06-30,Tasaki,JP3463400006
-,2017-06-30,TKJP,JP3457000002
-,2017-06-28,Best Denki,JP3835600002
+,2017-06-23,JAST,JP3712550007
+,2017-06-23,Strike,JP3399780000
+,2017-06-19,Takemoto Yohki,JP3463300008
+,2017-06-15,Hirata,JP3795300007
-,2017-06-12,Maruei Dep Store,JP3872000009
+,2017-06-09,Kawanishi Wrhse,JP3226800005
+,2017-06-02,Mobile Factory,JP3922980002
+,2017-06-01,Toho Acetylene,JP3599400003
+,2017-05-31,Viva Home,JP3970100008
+,2017-05-22,Oomitsu,JP3190430003
-,2017-05-17,Sumitomo RES,JP3409200007
+,2017-04-28,Aucnet,JP3172060000
+,2017-04-28,F&LC,JP3397150008
+,2017-04-28,Macromill Inc,JP3863030007
+,2017-04-27,Sanki Service,JP3325700007
-,2017-04-26,Ihara Chem Ind,JP3148000007
+,2017-04-21,Members,JP3921700005
+,2017-04-12,Fuji Die,JP3817400009
-,2017-04-10,Marelli,JP3220400000
+,2017-04-07,Brass,JP3830600007
+,2017-03-31,AirTrip,JP3167240005
-,2017-03-29,CCBJ,JP3293300004
-,2017-03-29,TonenGen Sekiyu,JP3428600005
+,2017-03-28,Seed,JP3347000006
+,2017-03-22,Idea Consultants,JP3380200000
+,2017-03-22,Inter Action,JP3152720003
-,2017-03-22,PIDSX,JP3328400001
+,2017-03-21,Aidma Marketing,JP3105110005
+,2017-03-21,Medius Holdings,JP3254190006
+,2017-03-17,Digital Info Tec,JP3549060006
+,2017-03-17,Litalico,JP3974470001
+,2017-03-16,Yoshimura Food,JP3958400008
-,2017-03-06,Accordia Golf,JP3108450002
+,2017-03-06,H-One,JP3795200009
+,2017-03-02,Ifuji Sangyo,JP3148950003
+,2017-02-20,Tokyo Base,JP3399710007
+,2017-02-06,CDG,JP3347020004
-,2017-01-27,Aderans,JP3121600005
-,2017-01-24,Mitsumi Electric,JP3904400003
-,2017-01-16,JDL,JP3732950005
-,2017-01-04,AOI Pro.,JP3105300002
+,2017-01-04,AOI TYO Holdings,JP3105330009
-,2017-01-04,Field Management,JP3539100002
+,2016-12-30,BAROQUE JAPAN,JP3778450001
-,2016-12-28,Money Square HD,JP3869940001
-,2016-12-28,Nipon Kasei Chem,JP3693600003
+,2016-12-27,Ichikura,JP3141300008
+,2016-12-26,First-corp,JP3802210009
+,2016-12-26,Ki-Star Real Est,JP3277620005
+,2016-12-26,Morito,JP3926200001
+,2016-12-26,Nicca Chemical,JP3666700004
+,2016-12-21,Showcase,JP3360120004
+,2016-12-21,Vision,JP3800330007
+,2016-12-19,Open Door,JP3173560008
+,2016-12-15,Kusuri Aoki Hldg,JP3266190002
+,2016-12-13,System Research,JP3351070002
+,2016-12-12,Ceres,JP3423570005
+,2016-12-12,Saint-Care Hldg,JP3424980005
+,2016-12-12,SCiNEX,JP3311350007
+,2016-12-12,Value HR,JP3778410005
+,2016-12-09,VIA Holdings,JP3107200002
+,2016-12-08,&Do Hldg,JP3765420009
+,2016-12-07,robot home,JP3153950005
+,2016-12-01,Aoba-BBT,JP3800290003
+,2016-11-30,KH Neochem,JP3277040006
+,2016-11-30,Kyushu Railway,JP3247010006
+,2016-11-28,IBC,JP3104940006
+,2016-11-24,MDV,JP3921250001
+,2016-11-22,Fixstars,JP3802950000
+,2016-11-21,Dairei,JP3500150002
-,2016-11-16,Kusuri Aoki Hldg,JP3266190002
+,2016-11-07,Koshidaka Hldg,JP3297360004
-,2016-11-02,Novarese (Pre),JP3762100000
-,2016-10-27,Nissen Holdings,JP3679800007
+,2016-10-21,First Brothers,JP3802290001
-,2016-10-19,Nippon Synthetic,JP3710000005
+,2016-10-12,Tea Life,JP3539050009
+,2016-10-10,Awa Paper Mfg,JP3127000002
+,2016-10-10,BEENOS,JP3758110005
+,2016-10-06,Fuji Miyagi,JP3812300006
+,2016-10-05,CE Mgmt IL,JP3639200009
+,2016-10-04,Nishi-Nippon Fin,JP3658850007
+,2016-09-30,Yossix Holdings,JP3957600004
+,2016-09-29,SystemSoft,JP3351000009
+,2016-09-29,Tanabe CnsltgGrp,JP3468850007
-,2016-09-28,Joyo Bank,JP3394200004
-,2016-09-28,Nishi-Np City Bk,JP3658000009
-,2016-09-21,KINUGAWA,JP3241200009
+,2016-09-20,Ad-Sol Nissin,JP3122030004
+,2016-09-20,E-Guardian,JP3130230000
+,2016-09-13,PCI Hldg,JP3801470000
+,2016-09-12,Creek & River,JP3269700005
+,2016-09-12,RS Technologies,JP3100350002
+,2016-09-02,Alleanza Hldg,JP3500050004
+,2016-09-01,AHD,JP3966750006
-,2016-08-29,Daiyu Eight,JP3500000009
-,2016-08-29,UNY Group,JP3949600005
+,2016-08-16,Satudora Holding,JP3319750000
+,2016-08-12,DesignOne Japan,JP3548870009
+,2016-08-12,Only,JP3203200005
+,2016-08-12,Rorze,JP3982200002
-,2016-08-10,Sapporo Drug S,JP3320600004
-,2016-08-01,Sharp,JP3359600008
+,2016-07-29,Global Japan,JP3345720001
+,2016-07-29,Komeda Holdings,JP3305580007
+,2016-07-29,Solasto,JP3436250009
-,2016-07-27,Daihatsu Motor,JP3496600002
-,2016-07-27,DC,JP3477000008
+,2016-07-27,FreeBit,JP3826720009
+,2016-07-27,Hamee,JP3772000000
+,2016-07-26,Beauty Garage,JP3800480000
+,2016-07-22,Advance Create,JP3122100005
+,2016-06-30,World Hldg,JP3990220000
+,2016-06-24,Cominix,JP3181400007
+,2016-06-24,EAJ,JP3162660009
+,2016-06-23,Artra Group,JP3121920007
+,2016-06-23,Es-con Japan,JP3688330004
+,2016-06-23,Solxyz,JP3436400000
+,2016-06-17,Nojima,JP3761600000
+,2016-06-10,Intellex,JP3153150002
+,2016-06-10,Sotoh,JP3434600007
+,2016-06-03,Iriso Electronic,JP3149800009
+,2016-05-31,Kaneko Seeds,JP3216200000
+,2016-05-31,RIX,JP3974500005
+,2016-05-24,Japan Lifeline,JP3754500001
+,2016-05-23,CRE Inc,JP3346080009
+,2016-05-10,Digital Garage,JP3549070005
+,2016-05-02,First Bk Toyama,JP3632150003
+,2016-05-02,UMC Electronics,JP3944330004
-,2016-04-26,Saitama Murata M,JP3591000009
+,2016-04-15,DLE,JP3548760002
+,2016-04-12,Cyber Com,JP3311510006
+,2016-04-01,Concordia FG,JP3305990008
+,2016-04-01,EH Group,JP3635900008
+,2016-04-01,Itoham Yonekyu,JP3144500000
+,2016-04-01,NC Holdings,JP3165100003
+,2016-03-31,Takara Bio,JP3460200003
+,2016-03-31,Yamashin-Filter,JP3936600000
-,2016-03-29,Aisin Shiroki,JP3370000006
-,2016-03-29,Bank of Yokohama,JP3955400001
+,2016-03-29,Br. Holdings,JP3799610005
-,2016-03-29,Higashi Nippon B,JP3783470002
-,2016-03-29,Itoham Foods,JP3144400003
-,2016-03-29,Moritex,JP3925700001
-,2016-03-29,Nippon Conveyor,JP3709200004
+,2016-03-29,Raccoon Holdings,JP3967050000
-,2016-03-29,Yonekyu,JP3959800008
+,2016-03-23,HTK,JP3854650003
+,2016-03-23,Sonec,JP3435700004
+,2016-03-18,KeePer,JP3236320002
+,2016-03-18,Okada Aiyon,JP3191400005
+,2016-03-04,Focus Systems,JP3802740005
+,2016-03-01,WirelessGate,JP3990740007
+,2016-02-23,Media Do,JP3921230003
+,2016-02-22,Hokuryo,JP3845670003
+,2016-02-19,EF On,JP3802140008
-,2016-02-18,Ikyu,JP3142340003
+,2016-02-18,Rakumachi,JP3802340004
+,2016-02-05,I-O Data Device,JP3100750003
+,2016-02-05,Mugen Estate,JP3912500000
+,2016-01-29,FuRyu,JP3826770004
+,2016-01-29,TsubakiNakashima,JP3534410000
+,2015-12-30,Bellsystem24 HD,JP3835760004
+,2015-12-30,GFoot,JP3536900008
+,2015-12-30,Japan Post,JP3752900005
+,2015-12-30,Japan Post Bank,JP3946750001
+,2015-12-30,Japan Post Ins,JP3233250004
+,2015-12-28,SCSK Minori,JP3386290005
-,2015-12-28,Sogo Rinsho Hldg,JP3432100000
+,2015-12-28,Watahan,JP3993830003
+,2015-12-24,OAT Agrio,JP3174220008
+,2015-12-24,Pietro,JP3801590005
+,2015-12-22,Chuco,JP3520800008
+,2015-12-22,Erex,JP3130830007
+,2015-12-22,Interworks,JP3152870006
+,2015-12-18,U-Next HD,JP3944640006
+,2015-12-17,Nagawa,JP3648700007
+,2015-12-16,PeptiDream,JP3836750004
+,2015-12-11,Daiichikosho,JP3475200006
+,2015-12-11,Snow Peak,JP3399770001
+,2015-12-08,Syuppin,JP3359940008
+,2015-12-07,Fuso Chemical,JP3822600007
+,2015-12-04,Takakita,JP3453200002
-,2015-12-03,Japan Vilene,JP3743400008
+,2015-11-27,Micronics Japan,JP3750400008
+,2015-11-27,Sakura Internet,JP3317300006
+,2015-11-27,W-Scope,JP3505970008
+,2015-11-25,Gakkyusha,JP3235400003
+,2015-11-24,Kitanotatsujin,JP3240100002
+,2015-11-24,Ride On Express,JP3966000006
+,2015-11-17,Ichigo,JP3120010008
+,2015-11-13,Wellneo Sugar,JP3676600004
-,2015-11-10,Bit-Isle Equinix,JP3800380002
+,2015-11-09,Elan,JP3167680002
+,2015-11-05,PC Depot,JP3801520002
+,2015-10-30,A.D.Works Group,JP3160560003
+,2015-10-29,Shoei,JP3360900009
+,2015-10-28,Toyama Bank,JP3632000000
+,2015-10-26,Infomart,JP3153480003
+,2015-10-26,Samty Holdings,JP3322980008
+,2015-10-22,OPTiM,JP3197690005
+,2015-10-16,Halows,JP3773750009
+,2015-10-13,Luckland,JP3968000004
+,2015-10-06,Cyberlinks,JP3311540003
-,2015-10-05,Daiichi Chuo Kis,JP3477800001
+,2015-10-01,C&F Logistics HD,JP3346180007
+,2015-10-01,Cosmo EnergyHldg,JP3298000005
+,2015-10-01,Kyushu Fincl Grp,JP3246500007
+,2015-09-30,HotLand,JP3851950000
-,2015-09-28,Co-op Chemical,JP3283800005
-,2015-09-28,Cosmo Oil,JP3298600002
-,2015-09-28,Higo Bank,JP3783800000
-,2015-09-28,Kagoshima Bank,JP3207800008
-,2015-09-28,Meito Trans,JP3920000001
+,2015-09-17,Tecnos Japan,JP3545230009
+,2015-09-16,GungHo Online,JP3235900002
+,2015-09-08,Carta Holdings,JP3855650002
+,2015-09-07,GDO,JP3309050007
+,2015-09-01,PiPEDO HD,JP3780550004
+,2015-08-31,Dexerials,JP3548770001
+,2015-08-28,Dear Life,JP3548720006
+,2015-08-28,JAC Recruitment,JP3386130003
-,2015-08-27,CFS,JP3769300009
-,2015-08-27,Piped Bits,JP3780500009
+,2015-08-26,BBS,JP3800300000
+,2015-08-26,YCH12,JP3681180000
+,2015-08-25,Ohba,JP3189600004
+,2015-08-21,CTS,JP3346970001
+,2015-08-14,IFIS Japan,JP3105070001
+,2015-07-31,Menicon,JP3921270009
-,2015-07-29,Daiwa Odakyu,JP3195600006
-,2015-07-29,Nippon Steel Tex,JP3446000006
-,2015-07-29,Panasonic IS,JP3867800009
-,2015-07-29,PGMH,JP3781330000
+,2015-07-23,View Hotel,JP3746820004
+,2015-07-22,V-cube,JP3829750003
+,2015-07-17,IBJ,JP3104960004
