Adjustment,Date,Company,ISIN
+,2001-10-23,Titan Cement,GRS074083007
-,2001-10-19,Coflexip,FR0000130643
+,2001-10-19,Pargesa,CH0021783391
-,2001-10-15,RT Group,GB0007212938
+,2001-10-15,VP Bank,LI0315487269
+,2001-09-24,Aryzta,CH0043238366
+,2001-09-24,ASM Intl,NL0000334118
+,2001-09-24,Austria Tabak,AT0000619200
-,2001-09-24,Autonomy,GB0055007982
+,2001-09-24,Aviva Wealth,GB00B3T69350
+,2001-09-24,Celanese,DE0005753008
+,2001-09-24,Disetronic Hldg,CH0001663308
-,2001-09-24,Fastweb,IT0001423562
+,2001-09-24,Great Portland,GB00BF5H9P87
-,2001-09-24,Guardian IT,GB0002478070
-,2001-09-24,Hunter Douglas,ANN4327C1220
-,2001-09-24,Inetum,FR0004038099
-,2001-09-24,Informa,GB00BMJ6DW54
+,2001-09-24,Jarvis,GB00B0DLKZ47
+,2001-09-24,Jetix Europe,NL0000352524
-,2001-09-24,Liberty GE,NL0000389112
-,2001-09-24,Lieken,DE0006280605
+,2001-09-24,Nobel Biocare,CH0037851646
-,2001-09-24,Premier Farnell,GB0003318416
-,2001-09-24,Prosieben Media,DE000PSM7770
+,2001-09-24,Riverdeep Group,IE0001521057
-,2001-09-24,Sequana,FR0011352590
-,2001-09-24,Staples Solution,NL0000852861
+,2001-09-24,Tandberg,NO0005620856
+,2001-09-24,Vicat,FR0000031775
-,2001-09-10,Bk of Scotland,GB0000764547
+,2001-09-10,LSE,GB00B0SWJX34
-,2001-09-10,MLP S,DE0006569932
+,2001-09-10,MLP S,DE0006569908
+,2001-08-30,Nyse BV,NL0000290641
-,2001-08-30,SIDEL SA,FR0000130601
-,2001-08-27,Edison,IT0000072832
+,2001-08-27,Equinor,NO0010096985
+,2001-08-27,Inditex,ES0148396007
+,2001-08-09,Kone FI,FI0009000566
-,2001-08-09,Legrand France,FR0000120610
+,2001-08-07,BIP Industries,GB0030616733
-,2001-08-07,Intl Group,JE00BYVQYS01
+,2001-08-01,Vedior,NL0006005662
-,2001-07-31,ERGO Grp,DE0008418526
-,2001-07-23,Dresdner Bk,DE0005350003
+,2001-07-23,Norske Skogsind,NO0004135633
+,2001-07-12,SNL,BMG850801025
-,2001-07-12,Tarmac Cement,GB0003863023
-,2001-07-02,Cereol,FR0000120891
+,2001-07-02,Wella,DE0007765638
-,2001-06-18,Actelion,CH0010532478
-,2001-06-18,Arc Intl,GB0009645481
+,2001-06-18,Arriva,GB0002303468
-,2001-06-18,Baltimre Capital,GB00B04KC328
+,2001-06-18,Banco Sabadell,ES0113860A34
-,2001-06-18,Beedigital Ai,ES0178419117
+,2001-06-18,Big Food Group,GB0004558713
+,2001-06-18,Bodycote,GB00B3FLWH99
+,2001-06-18,Buderus,DE0005278006
+,2001-06-18,Coloplast,DK0060448595
+,2001-06-18,Deutsche Boerse,DE0005810055
+,2001-06-18,Eniro Group AB,SE0011256312
-,2001-06-18,Evotec,DE0005664809
+,2001-06-18,FCC,ES0122060314
+,2001-06-18,Ferrovial.,NL0015001FS8
+,2001-06-18,Fortum Oyj,FI0009007132
-,2001-06-18,Gemplus Intl,LU0121706294
+,2001-06-18,Howden Joinery,GB0005576813
-,2001-06-18,Independent Ins,GB0002577103
-,2001-06-18,Jetix Europe,NL0000352524
-,2001-06-18,KPNQwest,NL0000364925
-,2001-06-18,Lumentum Tech,GB0002243052
+,2001-06-18,Morg Adv Mater,GB0006027295
+,2001-06-18,Orange SA,FR0000079196
-,2001-06-18,Oxford Glycoscis,GB0002647328
+,2001-06-18,Pagegroup,GB0030232317
-,2001-06-18,Psion Holdings,GB00B0D5VH57
-,2001-06-18,Sairgroup,CH0008815067
-,2001-06-18,Sap,DE0007164634
+,2001-06-18,SAP SE,DE0007164600
+,2001-06-18,Scania,SE0000308280
-,2001-06-18,Swisslog Hldg,CH0012324627
-,2001-06-18,Tdc Nordic,US83544Q1013
-,2001-06-18,Tele2 Netherland,NL0006129264
-,2001-06-18,Vedior,NL0006005662
+,2001-06-18,VFS GI,CH0003504856
-,2001-06-18,Vontobel Hldg,CH0012335540
+,2001-06-18,Wimpey,GB0009713446
-,2001-05-15,SGS SA,CH0002497466
+,2001-05-15,SGS SA,CH1256740924
-,2001-05-02,Banca Commercial,IT0000066198
+,2001-05-02,Meggitt,GB0005758098
+,2001-04-25,Balfour Beatty,GB0000961622
-,2001-04-25,Edp Esp,ES0144460112
+,2001-04-11,Persimmon,GB0006825383
-,2001-04-11,SEMA,GB0001728574
-,2001-03-26,ENI Lasmo,GB0005316962
+,2001-03-26,Hugo Boss,DE0005245534
+,2001-03-19,A B I,BE0974293251
+,2001-03-19,Amec Foster,GB0000282623
-,2001-03-19,Barco,BE0974362940
+,2001-03-19,Barratt Redrow,GB0000811801
-,2001-03-19,Big Food Group,GB0004558713
+,2001-03-19,Bradford & Bingl,GB0002228152
+,2001-03-19,Caledonia Invts,GB0001639920
+,2001-03-19,CGI IT konsulter,SE0000115404
-,2001-03-19,CIR,IT0000080447
-,2001-03-19,Consors Discount,DE0005427009
+,2001-03-19,Corio NV,NL0000288967
+,2001-03-19,De La Rue,GB00B3DGH821
+,2001-03-19,Deutsche Post,DE0005552004
-,2001-03-19,DOL,GRS306003005
-,2001-03-19,EM TV & Merch,DE0005684807
-,2001-03-19,Evonik Amal,GB0005061337
+,2001-03-19,Evotec,DE0005664809
-,2001-03-19,Future PLC,GB00BYZN9041
+,2001-03-19,Gemplus Intl,LU0121706294
+,2001-03-19,Genertel,IT0000784154
+,2001-03-19,Guardian IT,GB0002478070
-,2001-03-19,Gwr Group,GB0003978763
-,2001-03-19,HE Holgings,GRS298343005
-,2001-03-19,HiWave,GB0004397567
+,2001-03-19,Holmen,SE0011090018
-,2001-03-19,Intershop Comm,DE0007472920
+,2001-03-19,Intl Group,JE00BYVQYS01
-,2001-03-19,KCOM Group,GB0007448250
-,2001-03-19,Kidde UK,GB0000154020
+,2001-03-19,Luxottica Group,IT0001479374
-,2001-03-19,mobilcom,DE0006622400
-,2001-03-19,Morse,GB00B288B731
+,2001-03-19,Neles,FI4000440664
+,2001-03-19,Northern Food,GB0006466089
-,2001-03-19,NOS SGPS,PTZON0AM0006
-,2001-03-19,Opticom,NO0003053902
+,2001-03-19,Otis Mobility,ES0184933812
-,2001-03-19,STV Group,GB00B3CX3644
+,2001-03-19,Tele Moviles,ES0178401016
+,2001-03-19,Telenor,NO0010063308
-,2001-03-19,Teletrac Navman,GB0007215949
-,2001-03-19,Tider,CH0018794492
-,2001-03-19,TNU,GB0003168936
+,2001-03-19,Travis Perkins,GB00BK9RKT01
-,2001-03-19,Vodafone Liberte,NL0000371904
+,2001-03-19,Zodiac Aero,FR0000125684
-,2001-02-02,Bank Austria KY,AT0000903307
+,2001-02-02,Compass Group,GB00BD6K4575
-,2001-02-02,Granada Media,GB0008447814
+,2001-02-02,Sonova Hldg,CH0012549785
-,2001-01-05,ASR Verzekerings,NL0000301380
+,2001-01-05,Coca-Cola HBC,GRS104003009
+,2001-01-02,Morse,GB00B288B731
-,2001-01-02,Tecnost Mael,IT0000088820
+,2001-01-02,Teva Milbrook,GB0000404482
-,2001-01-02,Tint Hldg,NL0000395937
+,2000-12-27,CIR,IT0000080447
+,2000-12-27,Opticom,NO0003053902
-,2000-12-27,Perpetual uk,GB0006823891
-,2000-12-27,SmithKline Beech,GB0001356566
-,2000-12-18,ADR,IT0001125662
+,2000-12-18,Amey,GB0002566106
+,2000-12-18,Arc Intl,GB0009645481
+,2000-12-18,ASR Verzekerings,NL0000301380
+,2000-12-18,Atkinsrealis WS,GB0000608009
+,2000-12-18,Banca Sondrio,IT0000784196
+,2000-12-18,Berkeley Group,GB00BP0RGD03
-,2000-12-18,Bittium,FI0009007264
-,2000-12-18,Blujay Solutions,GB0007383341
-,2000-12-18,Brokat Tech,DE0005221907
-,2000-12-18,Fair Isaac Sftwr,GB0003798294
-,2000-12-18,Filtronic,GB0003362992
+,2000-12-18,G4S,GB00B01FLG62
-,2000-12-18,Great Portland,GB00BF5H9P87
+,2000-12-18,H.Lundbeck,DK0010287234
+,2000-12-18,Hunter Douglas,ANN4327C1220
-,2000-12-18,Imerys,FR0000120859
+,2000-12-18,Independent Ins,GB0002577103
-,2000-12-18,Intracom Hldgs,GRS087003000
-,2000-12-18,Kinnevik Ind,SE0000104416
-,2000-12-18,Lam Research Hld,CH0039450108
+,2000-12-18,Minor Hotels Eur,ES0161560018
-,2000-12-18,Neles,FI4000440664
+,2000-12-18,Oxford Glycoscis,GB0002647328
-,2000-12-18,Randstad,NL0000379121
+,2000-12-18,RTL Group,LU0061462528
-,2000-12-18,SdB,NL0006144503
+,2000-12-18,Sequana,FR0011352590
+,2000-12-18,Siemens Gamesa R,ES0143416115
+,2000-12-18,SIMCO,FR0000121808
-,2000-12-18,Singulus Tech,DE000A1681X5
+,2000-12-18,Taylor PLC,GB0008782301
-,2000-12-18,Thames Wtr,GB0002930377
-,2000-12-18,Valora,CH0002088976
+,2000-12-11,Dimension Data,GB0008435405
-,2000-12-11,Edition Canal,FR0000125460
+,2000-12-01,Autonomy,GB0055007982
-,2000-12-01,T I Group,GB0008686734
-,2000-11-17,Nordea Bk Norge,NO0003025538
+,2000-11-17,Novozymes,DK0060336014
+,2000-11-14,Chubb UK,GB0000152198
+,2000-11-14,Kidde UK,GB0000154020
-,2000-11-14,Orange Home UK,GB0004767421
-,2000-11-13,LBi Intl,NL0009508720
+,2000-11-13,Syngenta CH,CH0011037469
-,2000-11-10,Chubb UK,GB0000152198
+,2000-10-23,Carnival,GB0031215220
-,2000-10-23,Comptel,FI0009008221
+,2000-10-23,Lattice Grp,GB0009766402
-,2000-10-23,Woolwich,GB0009755066
-,2000-10-17,Allied Zurich,GB0002875796
+,2000-10-17,Prisa Television,ES0178483139
-,2000-10-17,Rio Tinto Switz,CH0001418323
+,2000-10-17,Synthes,US87162M4096
-,2000-10-02,Finmatica,IT0001391694
+,2000-10-02,Rwe Generation U,GB0009594036
+,2000-09-18,ABP Holding,GB0000564343
+,2000-09-18,ACS ES,ES0167050915
+,2000-09-18,Actelion,CH0010532478
+,2000-09-18,Aggregate Indust,GB0003238267
+,2000-09-18,Aggreko,GB00BK1PTB77
-,2000-09-18,Aguas Barcelona,ES0141330C19
-,2000-09-18,Arcelor Espana,ES0138991015
-,2000-09-18,ArcelorMittal,LU1598757687
-,2000-09-18,ASR Verzekerings,NL0000301380
-,2000-09-18,Atlantic Telecom,GB0000612670
-,2000-09-18,AVA Allgmn Hndls,DE0005088504
-,2000-09-18,Avis Budget Emea,GB00B693LN18
-,2000-09-18,Azeo,FR0000125239
+,2000-09-18,Banca Pop Novara,IT0000064508
+,2000-09-18,Banca Popolare I,IT0000064300
-,2000-09-18,BEWAG,DE0005303002
+,2000-09-18,Big Food Group,GB0004558713
+,2000-09-18,BPCI,IT0000064193
+,2000-09-18,BPER Banca,IT0000066123
+,2000-09-18,BTG,GB0001001592
-,2000-09-18,Bull,FR0010266601
+,2000-09-18,Cambridge UK,GB0001662252
+,2000-09-18,Canon Production,NL0000354934
+,2000-09-18,Cattles,GB0001803666
-,2000-09-18,CC Carrefour,ES0118095019
-,2000-09-18,CGI IT konsulter,SE0000115404
-,2000-09-18,CIR,IT0000080447
-,2000-09-18,Clarins FR,FR0000130296
-,2000-09-18,Cobepa,BE0003673846
+,2000-09-18,Cobham,GB00B07KD360
-,2000-09-18,Coca-Cola HBC,GRS104003009
-,2000-09-18,Continente,ES0118096017
+,2000-09-18,Corbion,NL0010583399
+,2000-09-18,Cordiant Comm,GB0001580397
-,2000-09-18,D'Ieteren Group,BE0974259880
-,2000-09-18,DAB Bank AG,DE0005072300
-,2000-09-18,DeA Capital,IT0001431805
+,2000-09-18,Debenhams,GB0002351038
-,2000-09-18,Dialog UK,GB0059822006
-,2000-09-18,E.ON Sverige,SE0000114431
+,2000-09-18,Edp Esp,ES0144460112
+,2000-09-18,Energia Group NI,GB00B09XD336
+,2000-09-18,Fabege Fastighet,SE0000500308
-,2000-09-18,FCC,ES0122060314
-,2000-09-18,Ferrovial.,NL0015001FS8
+,2000-09-18,Finaxa,FR0000033136
+,2000-09-18,FirstGroup,GB0003452173
-,2000-09-18,Food Delive Bran,ES0178344117
-,2000-09-18,Fortum Oyj,FI0009007132
+,2000-09-18,General Hold,DE0008400029
-,2000-09-18,Gimv,BE0003699130
+,2000-09-18,Gjensidige NOR,NO0010149354
+,2000-09-18,Granada Media,GB0008447814
+,2000-09-18,Great Portland,GB00BF5H9P87
+,2000-09-18,Gwr Group,GB0003978763
-,2000-09-18,Heidelberg Ital,IT0001465159
+,2000-09-18,HiWave,GB0004397567
-,2000-09-18,Hochtief,DE0006070006
-,2000-09-18,Holmen,SE0011090018
-,2000-09-18,IFIL Investments,IT0001353173
-,2000-09-18,Indep Energy Hdg,GB0004529029
+,2000-09-18,Inetum,FR0004038099
+,2000-09-18,Informa,GB00BMJ6DW54
+,2000-09-18,Intracom Hldgs,GRS087003000
-,2000-09-18,Intu Shopping,GB0001734184
-,2000-09-18,Investr,SE0015811955
+,2000-09-18,J D Wetherspoon,GB0001638955
-,2000-09-18,Jeronimo Martins,PTJMT0AE0001
+,2000-09-18,Jetix Europe,NL0000352524
+,2000-09-18,KPNQwest,NL0000364925
+,2000-09-18,Lam Research Hld,CH0039450108
-,2000-09-18,Lite-On,FI0009007819
+,2000-09-18,Logitech Intl,CH0025751329
-,2000-09-18,Melia Hotels,ES0176252718
+,2000-09-18,Merck,DE0006599905
-,2000-09-18,Millennium UK,GB0005622542
+,2000-09-18,Mobico Group,GB0006215205
+,2000-09-18,Novar,GB0001762680
-,2000-09-18,NRJ Group,FR0000121691
+,2000-09-18,Nutreco,NL0010395208
-,2000-09-18,Outokumpu,FI0009002422
+,2000-09-18,Pennon Group,GB00BNNTLN49
+,2000-09-18,Perpetual uk,GB0006823891
+,2000-09-18,Pilkington Group,GB0006884620
-,2000-09-18,Prisa Television,ES0178483139
+,2000-09-18,Promotora Inform,ES0171743901
+,2000-09-18,Prosieben Media,DE000PSM7770
-,2000-09-18,SAP SE,DE0007164600
+,2000-09-18,SBM Offshore,NL0000360618
+,2000-09-18,SGS SA,CH0002497466
+,2000-09-18,Signet,BMG812761002
+,2000-09-18,St James's Place,GB0007669376
+,2000-09-18,STV Group,GB00B3CX3644
-,2000-09-18,Swatch CH,CH0012255144
+,2000-09-18,Swedish Match,SE0015812219
+,2000-09-18,Swisslog Hldg,CH0012324627
+,2000-09-18,Tecan Group,CH0012100191
-,2000-09-18,Telecom IT,IT0001127437
+,2000-09-18,Teletrac Navman,GB0007215949
+,2000-09-18,Telia Company,SE0000667925
-,2000-09-18,Thus Group,GB00B0XZZ512
+,2000-09-18,Tider,CH0018794492
-,2000-09-18,Titan Cement,GRS074083007
+,2000-09-18,TNS Group,GB0001915395
+,2000-09-18,Tomra Systems,NO0012470089
+,2000-09-18,UnipolSai Assicu,IT0004827447
+,2000-09-18,Valora,CH0002088976
+,2000-09-18,Vedior,NL0006005662
+,2000-09-18,Veolia Environ,FR0000124141
-,2000-09-18,Verbund,AT0000746409
-,2000-09-18,Volvo,SE0000115420
+,2000-09-18,Wanado,FR0000124158
+,2000-09-18,WBA Holdings 1,GB0009165720
+,2000-09-18,WH Smith,GB00B2PDGW16
-,2000-09-18,Wienerberger,AT0000831706
-,2000-09-18,WithSecure,FI4000519228
+,2000-09-18,Zeltia,ES0184940817
-,2000-09-18,Zimmer Schweiz,CH0006544859
-,2000-09-13,Ergobank,GRS008013005
-,2000-08-15,Bnc Pint Sot Ma,PTBSM0AM0000
-,2000-08-14,Coca-Cola Bevrgs,GB0002922275
-,2000-08-01,Endemol Group,NL0000345676
-,2000-08-01,MEPC,GB0002909082
-,2000-08-01,TUI Northern Eur,GB0002706652
-,2000-07-28,HSBC Continental,FR0000125700
+,2000-07-28,ITV,GB0033986497
-,2000-07-28,Resources,GB0006158686
-,2000-07-28,Windward,GB0009654111
-,2000-07-27,ITV,GB0033986497
-,2000-07-25,Ferrovial Constr,ES0106570510
-,2000-07-17,AXA UK,GB0008611997
+,2000-07-12,NRJ Group,FR0000121691
-,2000-07-12,NRJ SA,FR0000130635
-,2000-07-10,Castrol Gp Hldg,GB0005669444
-,2000-07-04,Hel Telephone,FI0009006621
-,2000-06-29,Banco Port Atlan,PTBPA0AM0001
-,2000-06-22,Thales Elec,GB0007196859
-,2000-06-20,Hachette Holding,FR0000130551
-,2000-06-20,United Assur,GB0007302556
-,2000-06-19,Altec,GRS242003002
-,2000-06-19,Athens Medical C,GRS147233001
-,2000-06-19,Atlas Copco,SE0017486897
-,2000-06-19,Attica Hldg,GRS144003001
+,2000-06-19,AVA Allgmn Hndls,DE0005088504
-,2000-06-19,Baan Company,NL0000336352
+,2000-06-19,BB Biotech,CH0038389992
+,2000-06-19,Bull,FR0010266601
+,2000-06-19,CGI IT konsulter,SE0000115404
+,2000-06-19,CIR,IT0000080447
+,2000-06-19,Coflexip,FR0000130643
-,2000-06-19,Colas,FR0000121634
+,2000-06-19,Comptel,FI0009008221
+,2000-06-19,DAB Bank AG,DE0005072300
-,2000-06-19,Dampskibsselskab,DK0010244268
+,2000-06-19,DeA Capital,IT0001431805
-,2000-06-19,Delta,GRS223313008
+,2000-06-19,Dialog UK,GB0059822006
-,2000-06-19,E.ON Sverige,SE0000114456
-,2000-06-19,Ethniki HGIC,GRS018023002
+,2000-06-19,Euler Hermes Gr,FR0004254035
-,2000-06-19,EVN,AT0000741053
+,2000-06-19,Fastweb,IT0001423562
+,2000-06-19,Ferrovial Constr,ES0106570510
+,2000-06-19,Finmatica,IT0001391694
-,2000-06-19,FirstGroup,GB0003452173
+,2000-06-19,Food Delive Bran,ES0178344117
-,2000-06-19,G4S,GB00B01FLG62
+,2000-06-19,Group 4 Falck,DK0010291699
-,2000-06-19,Groupe GTM,FR0000120602
+,2000-06-19,HE Holgings,GRS298343005
-,2000-06-19,HiWave,GB0004397567
+,2000-06-19,Indra Sistemas,ES0118594417
+,2000-06-19,Infineon Technol,DE0006231004
-,2000-06-19,Intracom Hldgs,GRS087003000
-,2000-06-19,Intrasoft,GRS225313006
+,2000-06-19,Kinnevik Ind,SE0000104416
+,2000-06-19,Lumentum Tech,GB0002243052
-,2000-06-19,ME Group Intl,GB0008481250
-,2000-06-19,Merck,DE0006599905
-,2000-06-19,Panmure Liberu,GB00B97CW509
-,2000-06-19,Pilkington Group,GB0006884620
+,2000-06-19,Qiagen,NL0015002CX3
+,2000-06-19,SGL,DE0007235301
-,2000-06-19,SIMCO,FR0000121808
+,2000-06-19,Singulus Tech,DE000A1681X5
+,2000-06-19,Software,DE000A2GS401
-,2000-06-19,Stora Enso,FI0009005953
-,2000-06-19,Swedish Match,SE0015812219
+,2000-06-19,T Online Intl,DE0005557706
+,2000-06-19,Tdc Nordic,US83544Q1013
+,2000-06-19,Tint Hldg,NL0000395937
-,2000-06-19,VIAG,DE0007626202
+,2000-06-19,Vodafone Liberte,NL0000371904
-,2000-06-19,Wendel,FR0000121204
+,2000-06-19,WithSecure,FI4000519228
-,2000-06-15,COMPANHIA DE,PTMCF0AM0005
+,2000-06-08,Givaudan,CH0010645932
-,2000-06-06,Ratin,DK0010238880
-,2000-06-02,Norwich Union,GB0000409325
-,2000-05-16,NTL CWC,GB0001637874
-,2000-05-16,Oc Oerlikon,CH0000816824
+,2000-05-16,Oc Oerlikon,CH0000816824
-,2000-05-15,Sandvik,SE0000112625
-,2000-05-09,Exel Plc,GB0002912243
-,2000-04-26,Flextech,GB0003432332
-,2000-04-20,Nordea Companies,DK0010160167
-,2000-04-20,Utd Biscuits,GB0002707957
-,2000-04-06,Dordt Petro MY,NL0000009405
-,2000-04-05,Montedison IT,IT0001338620
-,2000-03-20,ABP Holding,GB0000564343
-,2000-03-20,Alpha Finance,GRS235033008
+,2000-03-20,Anglo Amercn,GB00B1XZS820
+,2000-03-20,Arris Global,GB0006672785
+,2000-03-20,Atari,FR0010478248
+,2000-03-20,Atlantic Telecom,GB0000612670
-,2000-03-20,Aurea Conc Infr,ES0111847036
-,2000-03-20,AXA Konzern,DE0008410002
+,2000-03-20,Baltimre Capital,GB00B04KC328
-,2000-03-20,Ban Agr Mantovan,IT0000064698
-,2000-03-20,BIS,CH0001315537
+,2000-03-20,Bittium,FI0009007264
+,2000-03-20,Blujay Solutions,GB0007383341
+,2000-03-20,Brokat Tech,DE0005221907
-,2000-03-20,Buzzi,IT0001347308
-,2000-03-20,Canon Production,NL0000354934
-,2000-03-20,Carlsberg,DK0010181676
+,2000-03-20,Celltech Group,GB0001822765
-,2000-03-20,Edp Esp,ES0144460112
+,2000-03-20,Elisa,FI0009007884
-,2000-03-20,Elval Holdings,GRS271101008
+,2000-03-20,Endemol Group,NL0000345676
+,2000-03-20,Enel,IT0003128367
+,2000-03-20,Fair Isaac Sftwr,GB0003798294
+,2000-03-20,Gal Lafayette,FR0000121246
-,2000-03-20,Gb Inno Bm,BE0003576841
-,2000-03-20,Gevaert,BE0003711257
+,2000-03-20,Global Radio,GB0001742393
+,2000-03-20,HiWave,GB0004397567
+,2000-03-20,Indep Energy Hdg,GB0004529029
-,2000-03-20,Ionian Popular,GRS012013009
+,2000-03-20,KCOM Group,GB0007448250
-,2000-03-20,KLM,NL0000009645
+,2000-03-20,Kudelski,CH0012268360
-,2000-03-20,Lapeyre,FR0000130510
+,2000-03-20,LBi Intl,NL0009508720
-,2000-03-20,Liechten Landbk,LI0355147575
+,2000-03-20,Lieken,DE0006280605
+,2000-03-20,Lite-On,FI0009007819
-,2000-03-20,Metlen,GRS393503008
+,2000-03-20,Metropole,FR0000053225
-,2000-03-20,Minoan Lines,GRS296273006
+,2000-03-20,Modern Times,SE0018012494
+,2000-03-20,Mundys,IT0003506190
+,2000-03-20,Nasdaq SE,NULL
+,2000-03-20,NOS SGPS,PTZON0AM0006
+,2000-03-20,Orange Home UK,GB0004767421
+,2000-03-20,Panmure Liberu,GB00B97CW509
-,2000-03-20,Pennon Group,GB00BNNTLN49
-,2000-03-20,Pouliadis,GRS264313008
+,2000-03-20,Prisa Television,ES0178483139
-,2000-03-20,Regency Entertai,GRS338163009
-,2000-03-20,RSE Grundbesitz,DE0008292079
+,2000-03-20,Ryanair Hldgs,IE00BYTBXV33
+,2000-03-20,SAP France,FR0004026250
+,2000-03-20,SdB,NL0006144503
-,2000-03-20,Sidenor,GRS283003002
-,2000-03-20,Sofina,BE0003717312
-,2000-03-20,Stellantis,IT0001976411
+,2000-03-20,Tele2 Netherland,NL0006129264
+,2000-03-20,Terra Networks,ES0178174019
+,2000-03-20,Tessellis,IT0005496473
-,2000-03-20,Tessenderlo Grou,BE0003555639
+,2000-03-20,Thus Group,GB00B0XZZ512
+,2000-03-20,TNU,GB0003168936
-,2000-03-20,Tomra Systems,NO0012470089
-,2000-03-20,Unin Des Assurs,FR0000131724
-,2000-03-20,United Textiles,GRS196003016
+,2000-03-20,Vantiva,FR0013505062
-,2000-03-20,Vedior,NL0006005662
+,2000-03-20,Vestas Wind,DK0061539921
+,2000-03-20,Wendel,FR0000121204
-,2000-03-20,WH Smith,GB00B2PDGW16
-,2000-03-09,Nat West,GB0006253958
-,2000-03-08,Tarmac Group,GB0007365652
-,2000-02-14,Vodafone,DE0006560303
-,2000-01-31,Argentaria CP,ES0124207137
-,2000-01-31,Merita,FI0009000053
-,2000-01-20,Istituto Naz del,IT0001030268
+,1999-12-31,DEPFA,IE0072559994
-,1999-12-31,DEPFA Deutsche,DE0008047002
-,1999-12-23,Select Appntmnts,GB0007935041
+,1999-12-21,GEDI,IT0001398541
+,1999-12-20,Acea,IT0001207098
+,1999-12-20,ADR,IT0001125662
-,1999-12-20,AGA Rangemaster,GB00B2QMX606
+,1999-12-20,Agfa Gevart,BE0003755692
+,1999-12-20,Aguas Barcelona,ES0141330C19
+,1999-12-20,Aixtron,DE000A0WMPJ6
-,1999-12-20,Aker Maritime,NO0003062507
-,1999-12-20,Aktor,GRS185213006
+,1999-12-20,Altana,DE0007600801
+,1999-12-20,Altran Tech,FR0000034639
-,1999-12-20,Alum of Greece,GRS081103004
+,1999-12-20,Amadeus IT Gro,ES0109169013
+,1999-12-20,Arcelor Espana,ES0138991015
+,1999-12-20,ArcelorMittal,LU1598757687
+,1999-12-20,Arnoldo Mondadri,IT0001469383
+,1999-12-20,ASR Verzekerings,NL0000301380
-,1999-12-20,Atea,NO0004822503
+,1999-12-20,Atos,FR0000051732
-,1999-12-20,Austria Tabak,AT0000619200
-,1999-12-20,Austrian Air,AT0000620158
+,1999-12-20,Autogrill,IT0001137345
-,1999-12-20,Avesta Sheffield,SE0000101057
+,1999-12-20,Avis Budget Emea,GB00B693LN18
+,1999-12-20,AXA Konzern,DE0008410002
+,1999-12-20,Ban Agr Mantovan,IT0000064698
+,1999-12-20,Banca Bergamo,IT0000064409
+,1999-12-20,Banca Lombarda,IT0000062197
+,1999-12-20,Banco Port Atlan,PTBPA0AM0001
-,1999-12-20,Bang & Olufsen,DK0010218429
-,1999-12-20,Barratt Redrow,GB0000811801
-,1999-12-20,BBAG OESTERREI,AT0000910997
-,1999-12-20,BEAZER GROUP PLC,GB0000921048
+,1999-12-20,Beedigital Ai,ES0178419117
-,1999-12-20,Bekaert,BE0974258874
-,1999-12-20,Beni Stabili,IT0001389631
-,1999-12-20,Berendsen DK,DK0010238534
-,1999-12-20,Berkeley Group,GB00BP0RGD03
+,1999-12-20,BEWAG,DE0005303002
+,1999-12-20,BHW Holding,DE0005223903
+,1999-12-20,Bipiemme,IT0000064482
+,1999-12-20,BIS,CH0001315537
-,1999-12-20,Bonheur ASA,NO0003110603
-,1999-12-20,Brau Union,AT0000925904
+,1999-12-20,Brisa Auto,PTBRI0AM0000
+,1999-12-20,Bulgari,IT0001119087
-,1999-12-20,Burgo Group,IT0000066297
-,1999-12-20,Bw Lng NO,NO0003102105
-,1999-12-20,Bw Lng NO,NO0003102113
+,1999-12-20,Capta,GB00B23K0M20
-,1999-12-20,Carlsberg,DK0010181759
-,1999-12-20,Celanese,DE0005753008
+,1999-12-20,Charles Voegel,CH0006937772
-,1999-12-20,CIR,IT0000080447
+,1999-12-20,Clarins FR,FR0000130296
+,1999-12-20,Close Brothers,GB0007668071
+,1999-12-20,Coca-Cola Bevrgs,GB0002922275
-,1999-12-20,Coloplast,DK0060448595
+,1999-12-20,Delta,GRS223313008
+,1999-12-20,Dentsu Intl,GB00B4JV1B90
+,1999-12-20,DEPFA Deutsche,DE0008047002
-,1999-12-20,Dlphin Drilling,NO0003089005
+,1999-12-20,DMGT,GB00BJQZC279
+,1999-12-20,DOL,GRS306003005
-,1999-12-20,Dyno,NO0003983702
+,1999-12-20,Edp Esp,ES0144460112
-,1999-12-20,Elais Unilever,GRS103003000
-,1999-12-20,Elkem,NO0004031303
-,1999-12-20,Ellaktor,GRS191213008
-,1999-12-20,Elvalhalcor,GRS281003004
-,1999-12-20,Euro Disney,FR0010540740
+,1999-12-20,Ferrovial.,NL0015001FS8
+,1999-12-20,Filtronic,GB0003362992
-,1999-12-20,Finnlines,FI0009003644
+,1999-12-20,FirstGroup,GB0003452173
+,1999-12-20,Flextech,GB0003432332
-,1999-12-20,FLSmidth,DK0010234467
-,1999-12-20,Flughafen Wien,AT00000VIE62
+,1999-12-20,Fresenius,DE0005785638
+,1999-12-20,Future PLC,GB00BYZN9041
-,1999-12-20,Fyffes,IE0003295239
+,1999-12-20,GAM Holdg,CH0102659627
+,1999-12-20,Gimv,BE0003699130
-,1999-12-20,Greencore Group,IE0003864109
+,1999-12-20,Hachette Holding,FR0000130551
-,1999-12-20,Haslemere,NL0000289338
-,1999-12-20,Heidelber,BE0003681922
+,1999-12-20,Hel Telephone,FI0009006621
